SalesDate,InvoiceID,CustID
2006-06-09,436,31
2010-04-25,437,38
2005-03-12,438,9
2010-09-22,439,3
2007-06-17,440,5
2009-09-21,441,33
2006-01-16,442,4
2010-04-30,443,2
2010-05-22,444,13
2005-09-08,445,15
2005-02-13,446,22
2009-04-26,447,24
2010-02-05,448,31
2006-02-26,449,22
2008-06-29,450,10
2011-02-19,451,22
2011-06-23,452,5
2007-01-09,453,8
2007-11-07,454,1
2005-04-18,455,20
2009-08-28,456,21
2010-12-29,457,2
2007-01-25,458,21
2006-11-14,459,10
2010-05-28,460,18
2010-08-29,461,28
2007-10-09,462,15
2006-01-16,463,30
2005-01-11,464,14
2011-07-23,465,11
2011-01-30,466,10
2011-08-19,467,5
2008-06-03,468,9
2010-11-26,469,18
2009-09-08,470,8
2010-08-27,471,14
2010-04-23,472,12
2008-01-03,473,12
2010-10-21,474,15
2007-01-24,475,24
2008-04-29,476,26
2010-12-19,477,37
2009-07-10,478,9
2009-09-07,479,18
2010-12-12,480,19
2011-04-24,481,19
2007-03-10,482,39
2011-07-05,483,24
2011-04-12,484,26
2010-01-30,485,1
2006-05-06,486,4
2006-05-13,487,8
2006-09-24,488,2
2005-02-14,489,25
2009-06-04,490,17
2011-05-01,491,20
2009-02-15,492,13
2007-06-10,493,32
2009-01-13,494,10
2005-05-15,495,27
2008-03-29,496,3
2009-01-30,497,19
2009-10-09,498,32
2009-02-02,499,12
2007-04-17,500,37
2006-12-13,501,1
2010-04-12,502,25
2005-04-17,503,9
2006-11-04,504,12
2007-05-30,505,1
2009-05-22,506,32
2011-04-02,507,38
2010-01-01,508,38
2006-06-15,509,2
2009-04-26,510,17
2009-10-29,511,17
2009-06-09,512,20
2005-08-29,513,17
2009-10-24,514,2
2007-01-01,515,6
2011-08-30,516,17
2009-07-01,517,6
2006-01-08,518,13
2008-09-21,519,18
2005-08-04,520,30
2006-01-17,521,29
2010-02-01,522,37
2011-10-20,523,4
2008-04-26,524,21
2008-09-17,525,7
2005-04-26,526,31
2008-09-29,527,24
2009-09-08,528,26
2006-02-27,529,24
2009-10-01,530,35
2007-09-10,531,23
2007-07-08,532,24
2008-01-24,533,21
2007-10-08,534,31
2006-03-27,535,36
2009-06-23,536,21
2009-01-14,537,24
2005-10-08,538,35
2006-08-11,539,20
2011-08-16,540,25
2005-04-23,541,12
2008-01-06,542,37
2005-09-05,543,5
2006-05-28,544,28
2011-10-25,545,38
2007-01-05,546,11
2009-12-03,547,6
2005-03-09,548,4
2009-04-16,549,23
2011-07-11,550,23
2009-12-11,551,34
2006-06-12,552,13
2009-08-10,553,21
2008-03-10,554,38
2011-02-21,555,34
2006-08-13,556,28
2005-05-26,557,30
2005-04-11,558,19
2007-07-06,559,14
2011-09-10,560,14
2011-01-25,561,14
2010-03-02,562,36
2005-08-11,563,37
2006-12-21,564,34
2007-05-20,565,28
2010-07-03,566,34
2008-12-04,567,16
2011-04-08,568,13
2007-01-22,569,30
2011-01-21,570,35
2009-12-25,571,37
2006-09-30,572,2
2005-09-25,573,32
2011-06-26,574,3
2010-05-20,575,30
2007-04-20,576,30
2006-07-17,577,13
2007-03-20,578,35
2007-03-04,579,34
2011-04-15,580,36
2005-08-12,581,19
2006-04-07,582,29
2010-10-12,583,10
2010-04-27,584,39
2005-04-23,585,27
2007-05-30,586,5
2007-08-12,587,28
2008-03-28,588,17
2008-12-19,589,23
2008-01-20,590,2
2005-06-12,591,31
2011-09-20,592,36
2005-04-06,593,38
2007-05-05,594,29
2007-06-15,595,31
2009-09-07,596,27
2008-03-09,597,23
2010-07-20,598,7
2009-04-16,599,39
2009-09-26,600,13
2010-10-18,601,2
2006-08-24,602,37
2010-03-14,603,15
2007-03-08,604,33
2005-08-05,605,39
2005-11-02,606,6
2006-09-30,607,24
2010-10-04,608,13
2007-06-11,609,2
2006-05-29,610,19
2008-07-09,611,9
2009-09-21,612,20
2005-12-12,613,8
2008-03-29,614,19
2005-10-03,615,20
2006-08-26,616,35
2005-01-28,617,24
2011-04-10,618,8
2009-09-25,619,13
2006-02-26,620,7
2010-02-16,621,10
2006-03-08,622,4
2009-02-09,623,4
2007-06-17,624,8
2009-10-31,625,32
2011-04-13,626,34
2007-09-13,627,35
2005-10-10,628,16
2006-08-06,629,1
2006-12-07,630,34
2005-12-04,631,28
2010-09-24,632,3
2005-10-13,633,31
2011-05-15,634,4
2009-09-01,635,36
2010-05-22,636,31
2009-05-23,637,9
2011-04-02,638,20
2005-03-16,639,4
2005-07-24,640,10
2010-08-29,641,39
2007-10-07,642,13
2006-08-31,643,30
2007-03-05,644,7
2008-11-16,645,31
2010-04-29,646,10
2005-04-27,647,3
2011-08-08,648,15
2008-05-15,649,18
2006-04-27,650,15
2008-08-09,651,22
2009-06-07,652,27
2007-04-30,653,19
2010-01-21,654,25
2008-06-08,655,35
2010-07-01,656,11
2009-07-15,657,19
2007-04-23,658,30
2005-09-05,659,26
2006-07-03,660,20
2005-05-08,661,25
2006-12-15,662,15
2009-03-24,663,22
2005-03-27,664,16
2009-07-07,665,18
2010-01-28,666,18
2006-02-16,667,7
2009-05-18,668,27
2011-10-18,669,38
2011-09-22,670,10
2009-09-25,671,36
2008-04-25,672,37
2007-11-26,673,22
2008-07-08,674,26
2005-06-08,675,5
2011-09-12,676,14
2011-07-03,677,36
2008-05-09,678,7
2007-07-30,679,29
2005-08-31,680,15
2010-03-04,681,22
2008-02-03,682,11
2010-07-20,683,3
2006-07-08,684,1
2010-06-04,685,35
2008-12-16,686,37
2006-05-28,687,12
2011-10-27,688,15
2009-12-13,689,28
2009-09-24,690,37
2008-05-26,691,35
2011-08-13,692,13
2005-03-04,693,13
2005-07-10,694,18
2005-11-08,695,28
2010-07-09,696,30
2006-05-17,697,36
2011-02-08,698,35
2008-07-20,699,18
2010-03-27,700,34
2005-02-15,701,6
2006-06-26,702,14
2011-10-12,703,32
2005-06-09,704,28
2005-11-25,705,1
2011-07-03,706,36
2009-03-27,707,2
2010-06-23,708,37
2010-06-01,709,4
2005-01-17,710,30
2007-06-04,711,12
2009-02-09,712,26
2011-01-22,713,2
2010-01-20,714,14
2009-05-15,715,26
2009-01-07,716,37
2006-09-24,717,11
2006-01-23,718,37
2006-02-28,719,13
2010-08-23,720,39
2006-04-19,721,35
2007-06-23,722,8
2009-12-09,723,12
2005-10-01,724,9
2010-12-02,725,25
2010-04-03,726,1
2011-01-24,727,39
2006-01-20,728,21
2005-10-06,729,36
2009-11-18,730,17
2006-03-06,731,16
2007-06-28,732,2
2007-01-03,733,30
2005-04-19,734,8
2007-06-04,735,29
2008-05-26,736,31
2005-10-09,737,5
2011-08-07,738,31
2006-03-27,739,28
2009-10-19,740,9
2007-06-12,741,22
2005-11-15,742,39
2005-12-09,743,34
2008-07-31,744,24
2006-08-14,745,13
2008-01-13,746,21
2011-10-11,747,21
2008-04-17,748,24
2005-04-21,749,19
2008-09-09,750,33
2005-06-30,751,24
2009-10-20,752,15
2010-08-01,753,1
2005-10-10,754,35
2010-10-19,755,23
2006-12-27,756,26
2010-05-09,757,36
2008-11-02,758,22
2005-04-19,759,8
2008-10-23,760,32
2008-05-14,761,38
2011-10-23,762,23
2006-09-15,763,34
2006-11-30,764,29
2005-10-25,765,31
2006-07-29,766,24
2011-09-18,767,21
2008-08-03,768,36
2007-03-17,769,16
2009-12-18,770,9
2006-05-07,771,5
2006-10-16,772,37
2005-06-02,773,9
2006-04-09,774,39
2006-03-02,775,21
2006-12-24,776,21
2007-10-27,777,20
2009-06-25,778,3
2006-07-25,779,6
2010-05-06,780,39
2009-06-17,781,35
2007-12-22,782,29
2010-12-20,783,14
2009-08-12,784,36
2011-10-02,785,25
2008-08-18,786,36
2008-03-01,787,22
2009-08-19,788,21
2006-04-23,789,19
2008-02-16,790,29
2006-05-06,791,14
2005-06-03,792,18
2005-08-13,793,13
2010-12-23,794,8
2011-04-22,795,8
2005-03-12,796,4
2006-03-10,797,31
2007-04-20,798,28
2007-12-28,799,1
2010-12-02,800,7
2010-01-23,801,36
2008-03-09,802,6
2009-04-17,803,5
2005-11-07,804,5
2006-07-08,805,5
2008-01-06,806,26
2011-08-21,807,26
2007-12-22,808,25
2007-11-30,809,28
2009-10-02,810,32
2011-03-03,811,24
2007-10-31,812,24
2011-06-25,813,22
2011-01-19,814,37
2006-04-05,815,20
2011-09-23,816,7
2010-11-27,817,34
2006-01-31,818,3
2011-08-02,819,28
2007-09-11,820,14
2008-09-03,821,32
2010-03-19,822,2
2006-08-01,823,32
2008-09-10,824,5
2006-06-27,825,10
2007-12-04,826,39
2007-09-12,827,9
2010-11-21,828,1
2008-09-08,829,27
2011-06-19,830,9
2011-09-19,831,8
2009-12-04,832,24
2007-04-02,833,14
2009-09-15,834,12
2008-12-27,835,29
2007-06-27,836,19
2007-05-12,837,38
2006-05-17,838,16
2011-01-17,839,4
2009-05-31,840,26
2006-06-05,841,8
2005-08-05,842,27
2011-09-23,843,10
2011-01-17,844,30
2008-07-30,845,25
2007-10-17,846,30
2008-07-01,847,36
2009-03-31,848,20
2010-07-29,849,32
2007-07-12,850,24
2009-07-26,851,33
2008-06-01,852,24
2008-09-14,853,26
2010-09-13,854,25
2005-10-11,855,29
2006-06-27,856,35
2008-08-08,857,25
2008-07-30,858,37
2008-04-28,859,36
2006-09-30,860,13
2010-10-23,861,7
2010-04-25,862,4
2009-01-27,863,37
2011-05-29,864,21
2010-04-12,865,16
2006-12-13,866,26
2010-11-02,867,39
2008-06-06,868,14
2005-03-08,869,3
2009-11-09,870,3
2006-08-29,871,39
2011-07-30,872,11
2010-10-31,873,30
2010-02-22,874,10
2006-11-20,875,1
2008-07-08,876,16
2010-12-06,877,1
2005-03-05,878,36
2009-05-16,879,35
2006-06-18,880,32
2007-08-22,881,21
2005-03-24,882,29
2006-05-01,883,17
2011-01-09,884,8
2005-12-04,885,15
2011-04-03,886,6
2011-08-21,887,3
2006-11-13,888,1
2006-04-03,889,3
2010-03-14,890,38
2009-09-18,891,13
2011-07-31,892,9
2005-06-21,893,2
2007-05-02,894,10
2010-11-05,895,30
2008-03-21,896,18
2011-09-24,897,36
2011-02-13,898,29
2005-06-28,899,31
2008-01-26,900,39
2011-06-27,901,32
2009-02-14,902,31
2011-04-19,903,10
2005-04-14,904,23
2005-10-14,905,2
2011-10-31,906,10
2011-02-28,907,38
2010-03-16,908,2
2007-08-05,909,7
2011-04-25,910,34
2010-09-07,911,33
2007-02-21,912,28
2006-02-22,913,24
2007-02-07,914,10
2009-12-01,915,35
2007-12-26,916,39
2008-10-12,917,15
2011-05-09,918,38
2011-01-02,919,39
2008-10-24,920,18
2011-08-20,921,36
2007-08-06,922,12
2009-10-16,923,27
2006-12-28,924,38
2008-12-31,925,22
2008-03-27,926,17
2009-02-25,927,16
2010-01-31,928,19
2007-11-28,929,7
2009-05-29,930,8
2008-04-04,931,18
2006-06-02,932,38
2008-07-25,933,38
2005-11-25,934,28
2007-06-12,935,22
2009-07-26,936,39
2010-05-17,937,38
2010-11-17,938,21
2006-03-04,939,1
2008-03-30,940,6
2005-11-27,941,15
2010-01-13,942,34
2011-04-20,943,33
2006-11-27,944,39
2009-11-09,945,5
2005-08-03,946,29
2009-07-09,947,38
2009-03-07,948,20
2008-04-04,949,27
2010-02-03,950,38
2006-12-08,951,38
2006-04-07,952,24
2008-08-03,953,11
2008-01-27,954,25
2009-06-12,955,23
2005-10-18,956,32
2008-09-16,957,3
2010-03-02,958,39
2011-01-04,959,12
2005-06-12,960,9
2007-09-25,961,7
2006-11-28,962,30
2005-08-18,963,8
2005-11-29,964,5
2007-06-27,965,18
2011-05-29,966,30
2005-05-09,967,5
2007-12-28,968,17
2010-11-11,969,11
2011-08-23,970,6
2008-03-02,971,22
2005-06-12,972,26
2010-05-30,973,39
2009-01-02,974,16
2011-06-19,975,25
2005-01-18,976,4
2007-11-25,977,5
2009-04-26,978,24
2011-01-23,979,24
2008-03-09,980,32
2008-11-06,981,22
2010-10-25,982,22
2005-09-25,983,16
2005-10-23,984,32
2011-09-10,985,7
2005-03-25,986,39
2007-12-12,987,25
2010-06-01,988,10
2005-08-06,989,38
2005-04-23,990,37
2009-10-23,991,19
2010-12-04,992,5
2010-09-30,993,27
2008-08-16,994,27
2009-08-18,995,10
2009-07-13,996,6
2005-12-15,997,17
2007-01-21,998,14
2006-09-06,999,22
2008-04-29,1000,27
2008-01-08,1001,19
2006-10-22,1002,4
2009-11-10,1003,14
2009-12-18,1004,19
2007-04-03,1005,20
2006-05-05,1006,39
2007-09-21,1007,23
2007-08-13,1008,24
2011-10-14,1009,24
2011-03-12,1010,7
2010-06-04,1011,17
2005-02-01,1012,6
2007-02-23,1013,28
2006-01-20,1014,33
2010-11-25,1015,38
2009-02-24,1016,35
2005-01-18,1017,32
2007-04-28,1018,24
2005-04-28,1019,6
2010-09-15,1020,30
2010-06-14,1021,21
2011-09-09,1022,24
2009-06-12,1023,35
2008-06-17,1024,9
2008-02-22,1025,11
2010-06-14,1026,5
2005-02-09,1027,14
2011-10-07,1028,28
2005-10-05,1029,19
2009-07-31,1030,36
2011-10-31,1031,16
2006-05-07,1032,38
2010-02-11,1033,1
2006-09-02,1034,29
2009-03-25,1035,17
2010-01-23,1036,20
2008-07-04,1037,29
2006-04-10,1038,39
2006-06-24,1039,5
2007-09-01,1040,13
2008-09-27,1041,7
2005-05-17,1042,21
2010-02-04,1043,18
2011-03-03,1044,35
2007-03-14,1045,14
2006-05-29,1046,17
2009-08-09,1047,31
2009-03-06,1048,6
2005-07-20,1049,2
2008-03-17,1050,36
2011-03-12,1051,36
2009-07-16,1052,22
2008-10-03,1053,21
2008-10-02,1054,31
2010-02-27,1055,30
2006-05-13,1056,32
2009-12-29,1057,35
2005-09-14,1058,5
2005-08-23,1059,20
2005-05-30,1060,14
2006-04-24,1061,1
2006-10-19,1062,36
2007-07-20,1063,13
2010-12-21,1064,1
2008-02-12,1065,25
2010-01-01,1066,29
2008-08-04,1067,20
2007-10-27,1068,14
2009-11-06,1069,29
2008-05-16,1070,24
2009-01-20,1071,27
2005-01-13,1072,36
2008-09-07,1073,6
2007-10-14,1074,5
2005-07-07,1075,31
2009-11-16,1076,19
2011-04-07,1077,22
2006-05-07,1078,22
2008-08-18,1079,25
2010-03-19,1080,23
2008-01-25,1081,19
2009-07-28,1082,21
2010-03-18,1083,6
2005-12-22,1084,1
2007-05-07,1085,12
2010-03-15,1086,36
2005-06-22,1087,32
2008-10-27,1088,8
2009-10-28,1089,1
2008-10-14,1090,13
2009-10-21,1091,22
2009-09-09,1092,2
2008-01-17,1093,9
2006-10-09,1094,34
2006-04-24,1095,2
2008-02-04,1096,34
2005-07-21,1097,23
2007-03-28,1098,22
2005-05-09,1099,9
2008-07-19,1100,13
2011-03-08,1101,7
2006-01-04,1102,35
2010-07-16,1103,9
2006-11-12,1104,12
2005-11-05,1105,1
2007-04-21,1106,39
2011-07-03,1107,31
2010-07-17,1108,22
2011-05-19,1109,22
2006-12-10,1110,16
2009-11-13,1111,6
2009-05-17,1112,2
2009-03-31,1113,36
2011-08-04,1114,11
2008-05-25,1115,2
2007-05-26,1116,9
2010-08-29,1117,8
2006-02-08,1118,34
2010-10-14,1119,16
2009-05-21,1120,8
2007-06-29,1121,7
2006-02-05,1122,37
2009-04-11,1123,10
2007-08-19,1124,16
2009-01-22,1125,32
2005-07-30,1126,12
2007-08-21,1127,10
2006-04-04,1128,16
2011-08-04,1129,33
2005-08-25,1130,19
2006-01-17,1131,28
2007-07-31,1132,1
2005-05-18,1133,14
2006-02-02,1134,37
2008-10-25,1135,13
2011-04-22,1136,14
2005-10-11,1137,37
2007-06-27,1138,4
2008-01-07,1139,36
2009-01-03,1140,19
2007-06-23,1141,19
2005-06-24,1142,3
2007-04-22,1143,21
2005-11-09,1144,16
2009-01-11,1145,13
2008-09-10,1146,23
2009-03-07,1147,24
2005-02-06,1148,20
2009-12-30,1149,17
2007-06-07,1150,1
2006-07-26,1151,28
2010-06-03,1152,24
2007-02-01,1153,38
2011-03-13,1154,37
2006-03-06,1155,39
2009-11-22,1156,30
2006-10-21,1157,10
2010-01-26,1158,10
2010-04-03,1159,6
2007-03-06,1160,4
2009-12-04,1161,28
2005-08-31,1162,34
2008-07-27,1163,4
2010-10-09,1164,2
2007-11-17,1165,31
2009-08-28,1166,16
2005-11-22,1167,16
2010-02-18,1168,28
2010-08-19,1169,20
2010-09-24,1170,13
2008-10-06,1171,8
2011-03-18,1172,38
2008-11-30,1173,15
2007-04-07,1174,29
2006-09-23,1175,15
2007-09-09,1176,28
2008-03-14,1177,12
2008-07-18,1178,38
2008-09-02,1179,9
2011-04-11,1180,28
2008-12-07,1181,38
2006-02-22,1182,36
2011-05-27,1183,13
2008-10-24,1184,37
2005-07-11,1185,34
2009-08-17,1186,12
2007-02-27,1187,27
2009-12-02,1188,4
2008-08-25,1189,22
2008-01-22,1190,33
2006-11-05,1191,7
2009-06-10,1192,10
2007-06-27,1193,28
2010-06-22,1194,11
2007-08-26,1195,12
2007-11-04,1196,19
2007-02-17,1197,27
2007-01-05,1198,27
2011-05-29,1199,8
2006-03-14,1200,7
2009-08-20,1201,1
2006-05-27,1202,16
2007-03-11,1203,6
2005-09-22,1204,15
2006-05-17,1205,5
2010-10-14,1206,20
2010-11-25,1207,3
2006-08-03,1208,17
2010-06-10,1209,19
2008-05-09,1210,11
2006-09-29,1211,6
2005-03-14,1212,18
2011-05-21,1213,8
2008-06-26,1214,18
2010-11-20,1215,15
2011-05-07,1216,3
2006-07-16,1217,30
2005-07-01,1218,3
2005-03-18,1219,7
2010-07-09,1220,12
2007-04-11,1221,35
2007-03-09,1222,14
2010-03-22,1223,21
2011-05-17,1224,23
2011-10-28,1225,25
2008-09-12,1226,33
2008-02-20,1227,3
2006-10-16,1228,12
2005-09-14,1229,21
2011-08-31,1230,11
2009-01-08,1231,19
2011-06-05,1232,21
2010-03-20,1233,26
2008-01-15,1234,24
2005-08-21,1235,35
2011-07-31,1236,31
2006-06-22,1237,5
2008-11-03,1238,38
2006-10-25,1239,8
2009-01-05,1240,23
2008-01-21,1241,9
2006-06-05,1242,14
2008-10-08,1243,2
2009-09-27,1244,17
2011-04-22,1245,31
2009-11-24,1246,16
2009-11-08,1247,20
